CustomerID,Age,member,non-member,premium,NextPurchaseDay,Recency,Frequency,Revenue,Cluster,NextPurchaseDayRange
13001,22.0,0,0,1,135.0,55,1026,24172.100000000002,3,0
14644,31.0,0,0,1,230.0,195,62,2247.72,0,0
14898,27.0,1,0,0,111.0,31,304,3507.81,0,0
14662,24.0,0,1,0,205.0,131,253,1416.33,0,0
17414,32.0,0,0,1,141.0,81,21,2249.52,0,0
14755,38.0,0,1,0,38.0,9,475,9972.550000000001,0,2
17576,23.0,0,0,1,6.0,2,928,9056.81,3,1
13037,23.0,0,0,1,9999.0,35,232,3914.9500000000003,0,0
14710,24.0,0,0,1,320.0,276,442,1922.59,1,0
18168,22.0,0,0,1,9999.0,72,404,3770.27,0,0
17679,21.0,0,1,0,436.0,418,81,3577.61,1,0
17851,36.0,0,1,0,9999.0,319,237,1563.34,1,0
14750,25.0,0,1,0,9999.0,632,32,112.03,1,0
16791,29.0,0,1,0,62.0,19,698,4038.69,0,3
16558,26.0,0,1,0,29.0,18,780,13873.51,3,1
15884,35.0,1,0,0,9999.0,329,15,249.70000000000002,1,0
17343,26.0,0,0,1,9999.0,252,80,1259.94,1,0
17372,25.0,1,0,0,105.0,63,660,4377.56,0,0
16003,28.0,0,0,1,104.0,31,203,5613.83,0,0
17432,30.0,0,1,0,348.0,281,277,1751.39,1,0
14713,26.0,0,1,0,28.0,23,702,5418.87,0,1
16722,28.0,0,1,0,6.0,3,419,8989.08,0,1
12577,28.0,1,0,0,323.0,255,302,1653.75,1,0
12872,27.0,0,1,0,9999.0,223,436,3685.4900000000002,0,0
15755,28.0,0,0,1,19.0,5,371,5993.12,0,1
14258,29.0,0,0,1,62.0,48,300,32051.34,0,3
14286,22.0,0,0,1,197.0,139,499,8479.76,0,0
13154,25.0,1,0,0,9999.0,296,93,1624.84,1,0
14564,17.0,0,1,0,9999.0,331,107,2605.62,1,0
13408,24.0,0,0,1,6.0,3,840,51733.462,3,1
16645,20.0,0,1,0,9999.0,632,14,160.39,1,0
12714,32.0,0,1,0,9999.0,3,684,12815.710000000001,3,0
16335,27.0,0,0,1,9999.0,448,366,2774.0,1,0
13093,30.0,1,0,0,9999.0,172,1050,54943.65,3,0
12759,18.0,0,0,1,119.0,68,294,4618.74,0,0
13666,17.0,0,0,1,227.0,184,19,127.89999999999999,0,0
17160,36.0,0,0,1,78.0,6,651,10209.16,3,3
13946,24.0,0,1,0,122.0,98,56,1876.23,0,0
14723,17.0,0,1,0,317.0,254,481,2093.06,0,0
14961,19.0,0,1,0,62.0,51,670,16410.15,3,3
14735,37.0,0,1,0,11.0,7,365,12225.16,0,1
18061,21.0,1,0,0,42.0,4,128,6488.97,0,2
15078,20.0,1,0,0,24.0,2,793,17761.88,3,1
17389,24.0,0,1,0,25.0,18,431,57224.68,3,1
16883,34.0,1,0,0,9999.0,84,288,2396.59,0,0
13175,26.0,1,0,0,9999.0,479,46,831.45,1,0
17076,35.0,1,0,0,237.0,170,50,1242.75,0,0
13948,18.0,0,0,1,9999.0,257,24,548.76,1,0
18223,35.0,0,0,1,46.0,40,576,14000.85,0,2
16192,32.0,0,1,0,9999.0,632,11,351.3,1,0
15999,36.0,0,0,1,9999.0,632,1,20.4,1,0
15109,24.0,0,1,0,9999.0,142,48,983.1,0,0
14680,30.0,0,1,0,26.0,18,1292,57412.77,3,1
18092,29.0,0,1,0,32.0,16,150,16179.44,0,2
16891,36.0,1,0,0,45.0,38,516,2056.82,0,2
13481,24.0,1,0,0,62.0,5,224,3830.84,0,3
13807,19.0,0,1,0,9999.0,264,32,534.8,1,0
14979,26.0,0,1,0,9999.0,632,53,439.46,1,0
16656,38.0,1,0,0,24.0,17,141,16833.170000000002,0,1
16746,19.0,0,1,0,34.0,16,989,18066.4,3,2
17157,26.0,1,0,0,9999.0,73,141,5151.9,0,0
15309,32.0,0,0,1,9999.0,507,54,797.96,1,0
16325,18.0,1,0,0,108.0,52,138,3597.5,0,0
16541,36.0,1,0,0,9999.0,632,38,424.03,1,0
16723,25.0,1,0,0,16.0,4,130,1301.63,0,1
16699,18.0,1,0,0,9999.0,277,62,994.6,1,0
16710,24.0,0,0,1,64.0,35,986,6349.09,3,3
12510,21.0,0,1,0,9999.0,39,139,4450.02,0,0
13162,29.0,0,1,0,9999.0,19,238,9275.49,0,0
15382,21.0,0,0,1,99.0,81,632,13733.550000000001,3,0
13680,31.0,1,0,0,298.0,234,652,11435.67,0,0
12970,24.0,1,0,0,9999.0,219,383,1524.97,0,0
17935,20.0,0,1,0,9999.0,35,63,683.24,0,0
17593,37.0,1,0,0,52.0,41,409,8095.8,0,2
17151,32.0,0,0,1,9999.0,632,4,231.90000000000003,1,0
16451,33.0,0,0,1,473.0,457,65,1013.15,1,0
17127,22.0,1,0,0,9999.0,325,37,1155.0300000000002,1,0
13694,23.0,1,0,0,21.0,4,1525,196482.81,3,1
14087,31.0,0,0,1,9999.0,301,221,846.22,1,0
13733,25.0,0,0,1,9999.0,307,29,487.03000000000003,1,0
18181,31.0,1,0,0,375.0,296,182,1205.94,1,0
13174,34.0,1,0,0,299.0,213,1132,9494.84,3,0
13329,28.0,0,0,1,335.0,263,125,5112.97,1,0
17421,37.0,0,1,0,9999.0,282,58,1059.41,1,0
16351,21.0,0,0,1,9999.0,229,187,3330.0299999999997,0,0
15684,36.0,0,0,1,9999.0,443,11,173.95,1,0
17884,36.0,0,0,1,9999.0,208,482,3072.89,0,0
15514,37.0,1,0,0,192.0,122,340,6598.55,0,0
13679,36.0,0,0,1,9999.0,390,50,281.26,1,0
18225,29.0,0,0,1,28.0,9,579,13054.26,0,1
12748,33.0,0,1,0,7.0,2,7225,56215.51,4,1
13199,25.0,1,0,0,11.0,0,207,16432.89,0,1
13487,24.0,1,0,0,155.0,109,49,846.87,0,0
17018,30.0,1,0,0,285.0,222,37,2287.7,0,0
18071,19.0,1,0,0,9999.0,154,85,1428.63,0,0
16593,35.0,0,1,0,139.0,86,78,1071.1399999999999,0,0
14238,36.0,0,0,1,9999.0,223,13,434.23,0,0
15223,20.0,1,0,0,9999.0,122,34,1417.95,0,0
13021,21.0,1,0,0,96.0,63,257,4887.24,0,0
17115,37.0,0,0,1,9999.0,79,120,2761.4900000000002,0,0
17850,21.0,1,0,0,9999.0,269,2796,56600.08,3,0
14239,20.0,0,0,1,31.0,27,210,4263.17,0,2
13999,32.0,0,0,1,19.0,12,466,9502.26,0,1
13958,31.0,1,0,0,9999.0,276,227,4709.2300000000005,1,0
13641,25.0,0,0,1,9999.0,537,44,1016.47,1,0
15420,29.0,0,0,1,9999.0,331,56,743.0,1,0
12359,20.0,0,1,0,132.0,86,365,8935.94,0,0
12820,25.0,1,0,0,251.0,223,159,2689.52,0,0
16410,33.0,0,1,0,9999.0,631,5,130.32,1,0
15240,37.0,0,0,1,107.0,88,224,4459.98,0,0
16158,26.0,0,1,0,9999.0,419,35,628.32,1,0
15484,29.0,0,0,1,461.0,436,241,4656.0,1,0
14709,24.0,1,0,0,18.0,9,357,8886.33,0,1
15057,32.0,1,0,0,9999.0,172,70,3255.96,0,0
14867,22.0,0,0,1,9999.0,82,137,2952.06,0,0
17642,27.0,1,0,0,9999.0,16,108,1824.49,0,0
13813,36.0,0,1,0,45.0,31,135,2387.4700000000003,0,2
13589,36.0,1,0,0,164.0,76,52,1120.74,0,0
12417,22.0,0,1,0,67.0,3,351,6017.91,0,3
17920,36.0,0,0,1,26.0,2,1803,24516.46,3,1
12975,37.0,0,0,1,9999.0,333,112,2100.09,1,0
16104,35.0,0,1,0,356.0,315,233,2778.61,1,0
17150,17.0,0,0,1,9999.0,273,93,1375.65,1,0
16277,31.0,0,0,1,9999.0,630,23,188.69,1,0
17244,33.0,0,1,0,330.0,280,120,1826.04,1,0
15260,30.0,1,0,0,9999.0,39,398,9188.23,0,0
12583,31.0,1,0,0,26.0,3,438,13295.44,0,1
15555,23.0,1,0,0,25.0,0,1681,12112.35,3,1
13736,32.0,0,0,1,9999.0,157,557,2766.21,0,0
14133,32.0,1,0,0,9999.0,26,36,911.14,0,0
15571,26.0,0,1,0,307.0,283,635,4051.63,1,0
13448,28.0,1,0,0,138.0,115,558,9240.87,0,0
17085,32.0,0,1,0,9999.0,20,997,7891.41,3,0
15059,34.0,1,0,0,66.0,4,595,3523.57,0,3
14468,31.0,0,1,0,9999.0,630,12,204.24,1,0
16395,18.0,0,1,0,89.0,65,647,3537.85,0,3
16485,29.0,0,1,0,355.0,329,145,2294.68,1,0
15878,36.0,0,1,0,9999.0,458,51,330.77,1,0
15860,22.0,1,0,0,25.0,21,368,2505.21,0,1
13373,21.0,1,0,0,97.0,55,358,7587.1900000000005,0,0
14608,32.0,1,0,0,276.0,259,43,3352.94,1,0
14896,24.0,1,0,0,9999.0,101,287,2092.42,0,0
16964,36.0,1,0,0,9999.0,630,6,207.85,1,0
15983,23.0,0,0,1,338.0,257,316,3958.8199999999997,1,0
13782,29.0,1,0,0,55.0,21,244,1793.72,0,2
14454,34.0,0,1,0,9999.0,273,110,977.3,1,0
14717,18.0,0,1,0,9999.0,630,11,81.3,1,0
16718,31.0,0,1,0,9999.0,266,223,3647.53,1,0
15751,34.0,0,1,0,9999.0,357,130,1380.44,1,0
14546,28.0,1,0,0,124.0,98,795,5197.9,3,0
17848,31.0,0,1,0,47.0,25,168,3650.9,0,2
17561,35.0,1,0,0,371.0,287,203,722.34,1,0
15547,25.0,0,1,0,20.0,6,1358,10154.39,3,1
17406,30.0,1,0,0,9999.0,230,259,4905.05,0,0
14479,38.0,0,1,0,9999.0,150,149,1299.11,0,0
17969,26.0,1,0,0,9999.0,63,207,2369.94,0,0
14548,32.0,0,0,1,9999.0,47,113,2627.49,0,0
17916,29.0,0,1,0,9999.0,525,19,43.87,1,0
13319,19.0,0,1,0,21.0,9,955,22082.5,3,1
16773,29.0,0,1,0,378.0,333,65,421.24,1,0
15479,22.0,0,0,1,9999.0,630,9,147.4,1,0
15822,29.0,0,0,1,9999.0,256,65,1840.06,1,0
13890,21.0,0,0,1,56.0,4,173,2927.38,0,2
13211,37.0,1,0,0,266.0,257,206,2729.32,1,0
15641,31.0,0,0,1,9999.0,2,311,5345.55,0,0
14123,37.0,0,1,0,9999.0,630,24,436.18,1,0
13019,25.0,0,0,1,9999.0,276,55,1229.95,1,0
17858,18.0,0,1,0,33.0,13,395,12797.65,0,2
14940,22.0,1,0,0,9999.0,314,32,531.49,1,0
16686,19.0,1,0,0,5.0,0,1106,5070.92,3,1
15691,24.0,0,0,1,9999.0,149,14,571.3,0,0
16436,27.0,0,0,1,9999.0,565,41,329.34,1,0
17610,34.0,1,0,0,9999.0,436,157,1529.49,1,0
17530,17.0,0,1,0,121.0,102,558,3141.51,0,0
13491,38.0,1,0,0,95.0,44,268,4566.56,0,0
14003,19.0,0,0,1,9999.0,629,16,209.41,1,0
12839,34.0,1,0,0,21.0,10,576,10071.73,0,1
17557,28.0,0,0,1,651.0,629,35,575.46,1,0
14738,34.0,1,0,0,69.0,30,80,1821.9,0,3
16124,21.0,0,1,0,9999.0,214,82,1772.49,0,0
12471,26.0,1,0,0,22.0,3,1093,35276.59,3,1
17739,29.0,1,0,0,124.0,93,149,7730.59,0,0
16556,18.0,0,1,0,38.0,2,482,8012.58,0,2
14695,20.0,0,1,0,9999.0,416,86,1620.07,1,0
14828,19.0,0,1,0,9999.0,93,101,9839.460000000001,0,0
15115,32.0,0,1,0,714.0,629,35,531.85,1,0
13693,29.0,0,0,1,9999.0,270,106,2011.82,1,0
14955,24.0,0,1,0,9999.0,629,31,163.77,1,0
14037,26.0,0,1,0,9999.0,73,114,836.95,0,0
18077,19.0,0,0,1,51.0,0,377,4338.56,0,2
13905,24.0,0,0,1,9999.0,629,12,312.65,1,0
17508,22.0,0,1,0,9999.0,177,231,4579.23,0,0
16768,36.0,1,0,0,55.0,0,164,1708.12,0,2
13984,36.0,0,1,0,99.0,23,93,2048.6,0,0
13495,32.0,1,0,0,196.0,129,147,5374.26,0,0
13190,35.0,0,0,1,9999.0,441,17,570.66,1,0
14408,36.0,0,0,1,36.0,27,129,4109.77,0,2
15358,35.0,0,0,1,31.0,17,1130,17050.41,3,2
17707,18.0,0,0,1,9999.0,82,24,609.3000000000001,0,0
17044,38.0,0,0,1,349.0,271,149,11962.3,1,0
